"Carimbo de data/hora","Em qual instituição você está fazendo pós graduação?","Se você estuda na UFPR, em qual setor você está inserido?  ","Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?","Em qual grande área do conhecimento sua pesquisa está inserida hoje?","Em qual ano você concluiu sua graduação?","Em qual instituição você concluiu sua graduação? (Responda com a sigla da instituição)","De quais programas de graduação você participou?","Se você já concluiu o mestrado, qual o ano de início do mestrado?","Qual o ano de conclusão do seu mestrado?","Em qual instituição você fez seu mestrado?","Quantos artigos (com qualis) você já publicou?","Você é bolsista remunerado de algum programa? Qual?","Quantas disciplinas de Estatística você cursou na graduação?","Quantas disciplinas de Estatística você cursou na pós-graduação (mestrado + doutorado)? ","Já utilizou algum software com funcionalidades estatísticas?","Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?","Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?","Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ","Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?","Como tomou conhecimento da Disciplina Transversal?","Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ","Tem/teve contato ou conhecimento sobre os professores coordenadores da disciplina?","Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?","Você cursou o ensino médio em escola pública ou particular?","Você cursou ensino médio tradicional ou profissionalizante?","Qual o seu sexo?","Qual a sua altura?","Qual o seu peso?","Qual a data do seu nascimento?","Qual das seguintes categorias descreve melhor sua situação de emprego?","Com quem você mora?","Quantos irmãos você tem?","Qual a sua origem?","Qual seu meio de transporte predominante que utilizava ou utilizaria para Universidade em atividades presenciais?","Em média, quanto tempo você demorava ou demoraria para chegar a Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?","Possui animal de estimação?","Toca algum instrumento musical?","De quais redes sociais você participa?","Você pratica atividade física regularmente?","Quantas vezes por semana você se exercita?","Qual atividade você pratica?","Quantos anos você acha que a pessoa da foto abaixo tem?","Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?",
"21/03/2022 13:02:14","UNIOESTE",,"Doutorado","Ciências Biológicas",2011,"Unioeste","Iniciação científica",2013,2015,"Unioeste ",12,"CAPES",1,1,"Sim","Statistica","Certamente sim",10,"Conseguir um emprego.","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",168,98,"02/09/1988","Bolsista em tempo integral","Sozinho",2,"Interior do Paraná","Carro/moto próprio",5,0,"Cachorro, Pássaro, Peixe","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Linkedin","Sim",3,"Caminhada",29,"A da esquerda se chama Bouba, a da direita se chama Kiki.",34
"21/03/2022 13:08:28","UEPG",,"Doutorado","Ciências Exatas",2016,"UEPG","Iniciação científica",2018,2021,"UEPG",1,"CAPES",1,0,"Sim","Excel ou similares","Certamente sim",7,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio profissionalizante (técnico)","Masculino",177,72,"04/01/1992","Bolsista em tempo integral","Com os pais",1,"Interior do Paraná","Carro/moto próprio",15,0,"Não possuo","Contrabaixo","Facebook","Não",0,"Nenhuma",23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"21/03/2022 13:09:49","UFPR","SA - Sociais Aplicadas","Mestrado Acadêmico","Ciências Humanas",2008,"UEPG","Não participei",,,,1,"Não",0,0,"Não","Nunca usei","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Parte em escola pública, parte em particular","Ensino médio tradicional","Feminino",172,83,"05/01/1987","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Outro Estado","Carro/moto próprio",240,0,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",0,"Nenhuma",27,"A da esquerda se chama Bouba, a da direita se chama Kiki.",31
"21/03/2022 13:10:48","UFPR","AG - Agrárias","Doutorado","Ciências Biológicas",2015,"UTFPR","Monitoria, Projeto de extensão",2017,2019,"UDESC",19,"CAPES",1,2,"Sim","R, SAS, Statistica, SPSS, Excel ou similares","Certamente sim",9,"Aumento salarial e oportunidades mais promissoras.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",155,51,"06/10/1992","Bolsista em tempo integral","Pensão, quarto alugado ou algo similar",1,"Outro Estado","Transporte público",30,2,"Gato","Não toco nenhum instrumento","Instagram, Linkedin","Não",0,"Nenhuma",23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",25
"21/03/2022 13:18:10","UFPR","SD - Saúde","Mestrado Acadêmico","Ciências Biológicas",2018,"UFPR ","Iniciação científica, Monitoria, Projeto de extensão",,2023,"UFPR",1,"CAPES",1,0,"Sim","Excel ou similares","Certamente sim",9,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",163,57,"09/02/1996","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Interior do Paraná","Transporte público",50,10,"Cachorro","Violão, Guitarra, Outro","Twitter, Instagram","Sim",5,"Basquete, Kung fu",27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",28
"21/03/2022 13:18:59","UFPR","BL - Ciências Biológiccas","Doutorado","Ciências Biológicas",2017,"UP","Iniciação científica",2018,2021,"UFPR",2,"CAPES",1,1,"Sim","PRISMA","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Não","Não","Não","Parte em escola pública, parte em particular","Ensino médio profissionalizante (técnico)","Feminino",167,65,"10/12/1996","Bolsista em tempo integral","Com os pais",0,"Curitiba","Transporte público",45,20,"Cachorro","Não toco nenhum instrumento","Instagram","Sim",5,"Caminhada, Ciclismo",27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",26
"21/03/2022 13:21:00","UFPR","BL - Ciências Biológiccas","Mestrado Acadêmico","Ciências Biológicas",2021,"UFPR","Iniciação científica, Monitoria",,,,1,"Não",0,0,"Sim","SPSS, Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",162,44,"08/07/1998","Trabalho com carteira assinada/Vínculo Formal","Com os pais",0,"Curitiba","Carro/moto próprio",25,0,"Cachorro","Não toco nenhum instrumento","Facebook, Google+, Instagram, Linkedin","Sim",4,"Musculação",24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
"21/03/2022 13:21:24","UFPR","AG - Agrárias","Mestrado Profissional","Ciências Biológicas",2019,"UFPR","Iniciação científica, PET, Monitoria, Projeto de extensão, Empresa Júnior",,,,3,"CAPES",2,0,"Sim","R, Excel ou similares","Certamente sim",9,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo SIGA","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",185,95,"01/09/1994","PSS","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Outro Estado","A pé",10,1,"Cachorro","Violão","Instagram","Não",2,"Caminhada",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
"21/03/2022 13:27:09","UTFPR",,"Mestrado Profissional","Ciências Humanas",2004,"UEL","Não participei",2021,2023,"UTFPR",0,"Não",2,0,"Sim","R, Excel ou similares, Matlab","Certamente sim",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",178,120,"12/12/1978","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Outro Estado","Transporte público",2,2,"Não possuo","Não toco nenhum instrumento","Twitter, Instagram, Linkedin","Não",1,"Caminhada",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
"21/03/2022 13:27:23","UFPR","TC - Tecnologia","Mestrado Acadêmico","Ciências Exatas",2019,"UFPR","Iniciação científica, Monitoria, Projeto de extensão",,2023,,0,"Não",2,0,"Não","Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",152,54,"28/08/1996","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Curitiba","Transporte público",120,10,"Cachorro","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Linkedin","Sim",1,"Yoga",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",30
"21/03/2022 13:30:49","UFPR","AG - Agrárias","Doutorado","Ciências Exatas",2012,"Ufpr ","Iniciação científica, Projeto de extensão",2013,2015,"UFPR",0,"Fundação Araucária",1,1,"Sim","R, Excel ou similares","Certamente sim",7,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Sim","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",165,100,"21/01/1989","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Região metropolitana","Carro/moto próprio",50,0,"Cachorro","Não toco nenhum instrumento","Instagram, Linkedin","Sim",3,"Caminhada",22,"A da esquerda se chama Kiki, a da direita se chama Bouba.",31
"21/03/2022 13:32:02","UFPR","ET - Exatas","Mestrado Acadêmico","Ciências Exatas",2020,"favin","Não participei",,,"UFPR",0,"Não",2,0,"Não","Excel ou similares","Certamente sim",5,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",167,70,"25/05/1993","Trabalho com carteira assinada/Vínculo Formal","Com outros familiares",2,"Outro Estado","Carro/moto próprio",45,0,"Não possuo","Não toco nenhum instrumento","Instagram, Linkedin","Sim",3,"crossfit",29,"A da esquerda se chama Bouba, a da direita se chama Kiki.",26
"21/03/2022 13:34:57","UFPR","SD - Saúde","Doutorado","Ciências Biológicas",2012,"UFPR","Monitoria, Projeto de extensão",2017,2020,"UFPR",4,"Não",0,1,"Sim","R, Excel ou similares","Não sei ainda",9,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",168,85,"08/03/1987","Trabalho com carteira assinada/Vínculo Formal","Com os pais",1,"Interior do Paraná","Carro/moto próprio",500,1,"Não possuo","Violão","Facebook, Instagram","Sim",4,"Musculação, Natação",24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
"21/03/2022 13:35:05","UFPR","SP - Palotina","Mestrado Acadêmico","Ciências Biológicas",2015,"UFPR ","Iniciação científica, Monitoria, Projeto de extensão",,,,1,"Não",1,0,"Sim","Statistix ","Certamente sim",8,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",170,56,"13/07/1993","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Interior do Paraná","Carro/moto próprio",70,0,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Sim",5,"Corrida, Musculação",33,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
"21/03/2022 13:35:42","UFPR","AG - Agrárias","Mestrado Acadêmico","Ciências Biológicas",2018,"FMU","Iniciação científica, Monitoria",,2023,"UFPR",4,"CNPQ",1,0,"Não","R","Certamente sim",8,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Parte em escola pública, parte em particular","Ensino médio tradicional","Masculino",183,80,"19/07/1994","Bolsista em tempo integral","Sozinho",3,"Outro Estado","Carro/moto próprio",10,0,"Não possuo","Não toco nenhum instrumento","Facebook, Twitter, Google+, Instagram, Linkedin, Outras","Sim",4,"CrossFit e yoga ",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",26
"21/03/2022 13:37:26","UFPR","AG - Agrárias","Doutorado","Ciências Exatas",2016,"UFPR","Iniciação científica, PET, Projeto de extensão, Empresa Júnior",2018,2020,"UFSCar - Universidade Federal de São Carlos",5,"Não",2,1,"Sim","R, Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","SIGA","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",166,72,"21/01/1994","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Outro Estado","A pé",15,0,"Cachorro","Violão","Instagram, Linkedin","Não",3,"Caminhada",26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"21/03/2022 13:45:59","UFPR","AG - Agrárias","Doutorado","Ciências Biológicas",2010,"UniCesumar","Iniciação científica, Monitoria, Projeto de extensão",2013,2015,"USP",17,"Não",1,0,"Não","Nunca usei","Não sei ainda",7,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",179,85,"05/06/1996","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Interior do Paraná","Carro/moto próprio",15,0,"Gato","Não toco nenhum instrumento","Linkedin","Sim",2,"Natação",27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
"21/03/2022 13:46:12","UFPR/UNIOESTE/EMBRAPA",,"Doutorado","Ciências Exatas",2008,"UNIOESTE","Não participei",2011,2013,"UNIOESTE",7,"Não",1,2,"Sim","Excel ou similares","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",172,56,"20/10/1986","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Outro Estado","Carro/moto próprio",60,0,"Cachorro, Gato","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Sim",3,"Pilates, yoga",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",52
"21/03/2022 13:55:46","UFPR","TC - Tecnologia","Mestrado Acadêmico","Ciências Exatas",2019,"UFPR","Iniciação científica",,,,2,"CNPQ",1,0,"Sim","Excel ou similares","Definitivamente não",1,"Conseguir um emprego.","Por ex-alunos da Disciplina","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",182,80,"03/03/1995","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Curitiba","Carro/moto próprio",5,1,"Não possuo","Não toco nenhum instrumento","Instagram, Linkedin","Sim",4,"Musculação",24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"21/03/2022 13:59:32","UFPR","ET - Exatas","Mestrado Acadêmico","Ciências Exatas",2021,"UFPR","Monitoria",,,,0,"Não",1,0,"Sim","R, Excel ou similares, Matlab","Não sei ainda",6,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Sim","Sim","Totalmente em escola particular","Ensino médio tradicional","Masculino",173,66,"12/07/1999","Trabalho ocasional","Com amigos",1,"Interior do Paraná","Transporte público",45,5,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Sim",5,"Musculação",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"21/03/2022 14:02:03","UFPR","SD - Saúde","Doutorado","Ciências Biológicas",2004,"Universidade Estadual do Centro Oeste","Monitoria, Projeto de extensão",2005,2007,"UFSC",14,"Não",1,2,"Sim","SPSS","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Por ex-alunos da Disciplina","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",164,62,"15/10/1982","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Interior do Paraná","Transporte público",30,0,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram","Sim",6,"Musculação, Pilates, crossfit",35,"A da esquerda se chama Kiki, a da direita se chama Bouba.",23
"21/03/2022 14:08:44","UTFPR",,"Mestrado Acadêmico","Ciências Biológicas",2021,"UNIP","Não participei",,,,0,"Não",2,0,"Sim","R, Excel ou similares, Matlab","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",174,80,"24/11/1994","Servidor Público","Com os pais",4,"Outro Estado","Carro/moto próprio",20,0,"Não possuo","Não toco nenhum instrumento","Facebook, Linkedin, Outras","Sim",6,"Ciclismo, Musculação",24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"21/03/2022 14:12:11","UTFPR",,"Mestrado Acadêmico","Ciências Biológicas",2006,"MATERDEI","Não participei",,,,0,"Não",1,0,"Não","Nunca usei","Não sei ainda",6,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Parte em escola pública, parte em particular","Ensino médio tradicional","Masculino",184,99,"17/01/1980","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Interior do Paraná","Serviço fretado de van/ônibus",300,0,"Não possuo","Violão, Contrabaixo","Facebook, Twitter, Instagram, Linkedin","Sim",4,"Corrida, Musculação",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",30
"21/03/2022 14:13:10","UFPR","ET - Exatas","Mestrado Profissional","Ciências Exatas",2013,"UNIMES","Não participei",,,,0,"Não",1,0,"Sim","Excel ou similares","Não sei ainda",10,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",177,85,"24/12/1988","Trabalho com carteira assinada/Vínculo Formal","Com os pais",2,"Outro Estado","Táxi/Aplicativo",20,2,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram","Não",0,"Nenhuma",23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
"21/03/2022 14:13:41","UFPR","TC - Tecnologia","Mestrado Acadêmico","Ciências Exatas",2021,"UFPR","Monitoria, Projeto de extensão",,,,0,"Não",1,0,"Não","Excel ou similares","Certamente sim",9,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",171,49,"14/07/1997","Trabalho com carteira assinada/Vínculo Formal","Com os pais",2,"Outro Estado","Transporte público",60,8,"Cachorro","Não toco nenhum instrumento","Twitter","Não",0,"Nenhuma",36,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
"21/03/2022 14:17:03","Não sou aluno de pós graduação","SA - Sociais Aplicadas","Professor","Ciências Humanas",2009,"UFPR","Não participei",2012,2013,"UFPR",34,"Não",1,3,"Sim","SPSS, Excel ou similares","Certamente sim",9,"Estou como professor de pós-graduação","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",179,96,"25/11/1988","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Curitiba","Carro/moto próprio",15,0,"Gato","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",1,"Caminhada, Musculação",26,"A da esquerda se chama Bouba, a da direita se chama Kiki.",36
"21/03/2022 14:21:50","UFPR","CH - Humanas","Mestrado Acadêmico","Ciências Humanas",2019,"UFPR","Iniciação científica, Monitoria, Projeto de extensão",,,,0,"Não",0,0,"Sim","Excel ou similares, Matlab","Certamente sim",9,"Aumento salarial e oportunidades mais promissoras.","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",180,97,"19/12/1990","Trabalho por contrato","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",0,"Curitiba","Bicicleta",10,1,"Gato","Flauta","Facebook, Instagram, Linkedin","Não",0,"Nenhuma",26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",39
"21/03/2022 14:24:48","UTFPR",,"Mestrado Profissional","Ciências Humanas",2010,"ACADEMIA POLICIAL MILITAR DO GUATUPÊ (APMG - UNESPAR)","Não participei",,,"UTFPR",0,"Não",1,0,"Sim","Excel ou similares","Certamente sim",8,"Aumento salarial e oportunidades mais promissoras.","Pelos professores que ministram/ministraram disciplinas da Transversal","Não","Não","Sim","Totalmente em escola pública","Ensino médio tradicional","Masculino",191,105,"12/12/1990","SERVIDOR PÚBLICO","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Região metropolitana","Carro/moto próprio",25,2,"Cachorro","Piano","Facebook, Instagram","Sim",2,"Caminhada, Musculação",24,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
"21/03/2022 14:32:50","UFPR","BL - Ciências Biológiccas","Doutorado","Ciências Biológicas",1999,"PUCPR","Monitoria",2004,2008,"PUCPR",1,"Não",1,1,"Não","Excel ou similares","Certamente sim",9,"Aumento salarial e oportunidades mais promissoras.","Site da UFPR ou instituição de origem","Sim","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",175,74,"09/05/1975","Autônoma","Com os pais",2,"Curitiba","Carro/moto próprio",20,1,"Cachorro, Gato","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Sim",3,"Tennis e Yoga",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",25
"21/03/2022 14:33:08","UFPR","SD - Saúde","Mestrado Acadêmico","Ciências Biológicas",2021,"Unicesumar","Iniciação científica",,,,0,"Não",1,0,"Não","Nunca usei","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Feminino",155,60,"04/11/1997","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Interior do Paraná","Serviço fretado de van/ônibus",40,10,"Gato","Não toco nenhum instrumento","Facebook, Twitter, Instagram, Outras","Sim",5,"Musculação",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",30
"21/03/2022 14:36:22","UFPR","BL - Ciências Biológiccas","Doutorado","Ciências Biológicas",2014,"Univille","Iniciação científica",2017,2019,"UFPR",3,"CAPES",1,1,"Sim","R, Excel ou similares","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",163,82,"21/10/1990","Bolsista em tempo integral","Pensão, quarto alugado ou algo similar",2,"Outro Estado","Carro/moto próprio",5,4,"Não possuo","Não toco nenhum instrumento","Facebook, Instagram","Sim",5,"Caminhada, Ciclismo",24,"A da esquerda se chama Bouba, a da direita se chama Kiki.",29
"21/03/2022 14:38:00","UFPR","AG - Agrárias","Mestrado Acadêmico","Ciências Biológicas",2021,"UFPR","Monitoria, Projeto de extensão",,,,0,"CAPES",1,0,"Não","Nunca usei","Não sei ainda",10,"Conseguir um emprego.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",158,56,"04/08/1994","Bolsista em tempo integral","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",1,"Curitiba","Carro/moto próprio",20,3,"Não possuo","Violão","Instagram","Não",0,"Nenhuma",25,"A da esquerda se chama Bouba, a da direita se chama Kiki.",35
"21/03/2022 14:39:21","UFPR","AC - Artes, Comunicação e Design","Doutorado","Ciências Humanas",2011,"UTFPR","Não participei",2012,2014,"UFPR",3,"Não",0,0,"Sim","Excel ou similares","Não sei ainda",7,"Conseguir um emprego.","Por alguma outra mídia social da UFPR","Não","Não","Não","Totalmente em escola pública","Ensino médio tradicional","Masculino",167,75,"15/04/1988","Trabalho ocasional","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Curitiba","Transporte público",40,0,"Gato","Flauta","Instagram, Linkedin","Não",0,"Nenhuma",25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",37
"21/03/2022 14:49:56","UFPR","ET - Exatas","Mestrado Acadêmico","Ciências Exatas",2020,"PUC PR","Iniciação científica, Monitoria",,,,0,"CNPQ",1,0,"Não","Nunca usei","Certamente sim",9,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",174,61,"14/06/1996","Bolsista em tempo integral","Com os pais",0,"Curitiba","Transporte público",40,4,"Cachorro","Violão, Teclado, Contrabaixo","Facebook","Sim",3,"Caminhada",26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",41
"21/03/2022 14:55:36","UFPR","ED - Educação","Doutorado","Ciências Humanas",2012,"UNINTER","Não participei",2019,2021,"UFPR",0,"Não",0,2,"Sim","SPSS","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Pelo(a)  orientador(a)","Não","Não","Não","Totalmente em escola pública","Ensino médio profissionalizante (técnico)","Feminino",171,74,"07/10/1978","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",3,"Curitiba","Carro/moto próprio",45,0,"Cachorro","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Sim",3,"Caminhada",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",31
"21/03/2022 15:02:36","UFPR","SP - Palotina","Doutorado","Ciências Biológicas",2014,"UNIPAR","Iniciação científica",2014,2015,"UNIPAR",8,"Não",1,1,"Sim","EPI INFO","Certamente sim",10,"Aumento salarial e oportunidades mais promissoras.","Email institucional da SuCom (Superintendência de Comunicação e Marketing)","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Feminino",165,56,"28/10/1992","Trabalho com carteira assinada/Vínculo Formal","Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio",2,"Interior do Paraná","A pé",5,0,"Cachorro","Não toco nenhum instrumento","Instagram","Não",0,"Nenhuma",26,"A da esquerda se chama Bouba, a da direita se chama Kiki.",33
"21/03/2022 15:11:32","UFPR","SD - Saúde","Mestrado Acadêmico","Ciências Biológicas",1997,"UEL","Monitoria",,,,1,"Não",2,0,"Não","Nunca usei","Certamente sim",10,"Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.","Site da UFPR ou instituição de origem","Não","Não","Não","Totalmente em escola particular","Ensino médio tradicional","Masculino",174,77,"28/11/1970","Profissional liberal","Sozinho",6,"Interior do Paraná","Carro/moto próprio",30,1,"Gato","Não toco nenhum instrumento","Facebook, Instagram, Linkedin","Não",1,"Caminhada, Corrida",23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",32
