Carimbo de data/hora,Em qual instituição você está fazendo pós graduação?,"Se você estuda na UFPR, em qual setor você está inserido?  ",Qual sua atividade atual na sua universidade (relacionada à presença nesta disciplina)?,Em qual grande área do conhecimento sua pesquisa está inserida hoje?,Em qual ano você concluiu sua graduação?,Em qual instituição você concluiu sua graduação? (Responda com a sigla da instituição),De quais programas de graduação você participou?,"Se você já concluiu o mestrado, qual o ano de início do mestrado?",Qual o ano de conclusão do seu mestrado?,Em qual instituição você fez seu mestrado?,Quantos artigos (com qualis) você já publicou?,Você é bolsista remunerado de algum programa? Qual?,Quantas disciplinas de Estatística você cursou na graduação?,Quantas disciplinas de Estatística você cursou na pós-graduação (mestrado + doutorado)? ,Já utilizou algum software com funcionalidades estatísticas?,Qual(is) software(s) com funcionalidades estatísticas você usa ou já usou?,Você vai utilizar métodos estatísticos na sua Pós-Graduação/Pesquisa?,Qual a importância que você atribui à Estatística no seu trabalho de Pós-Graduação/Pesquisa? ,"Se você está fazendo Pós-Graduação, qual a sua principal expectativa após a conclusão?",Como tomou conhecimento da Disciplina Transversal?,"Após se matricular no SIGA, você assistiu alguma aula do ano anterior da Disciplina no YouTube? ",Tem/teve contato ou conhecimento sobre os professores coordenadores da disciplina?,Tem/teve contato ou conhecimento sobre o(s) prof(s). colaboradores da disciplina?,Você cursou o ensino médio em escola pública ou particular?,Você cursou ensino médio tradicional ou profissionalizante?,Qual o seu sexo?,Qual a sua altura?,Qual o seu peso?,Qual a data do seu nascimento?,Qual das seguintes categorias descreve melhor sua situação de emprego?,Com quem você mora?,Quantos irmãos você tem?,Qual a sua origem?,Qual seu meio de transporte predominante que utiliza para a Universidade?,"Em média, quanto tempo você demora para chegar à Universidade?","Em média, quantas vezes você usa táxi/aplicativo de transporte durante o mês?",Possui animal de estimação?,Toca algum instrumento musical?,De quais redes sociais você participa?,Você pratica atividade física regularmente?,Quantas vezes por semana você se exercita?,Qual atividade você pratica?,Quantos anos você acha que a pessoa da foto abaixo tem?,"Observe as figuras abaixo. Uma delas se chama ""Bouba"" e a outra ""Kiki"". Quem é quem?",
20/03/2023 10:19:51,UFPR,TC - Tecnologia,Mestrado Acadêmico,Ciências Exatas,2022,UFPR,"Iniciação científica, Monitoria",2024,2024,UFPR,0,CAPES,2,0,Sim,"R, Statistica, Excel ou similares, Matlab",Certamente sim,9,Conseguir um emprego.,Pelos professores que ministram/ministraram disciplinas da Transversal,Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Feminino,169,75,09/03/1992,Bolsista em tempo integral,Com os pais,1,Interior do Paraná,Carro/moto próprio,20,10,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,5,"Caminhada, Corrida",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
20/03/2023 10:34:37,UTFPR,,Mestrado Profissional,Ciências Humanas,2008,UFPA,Não participei,,,,2,Não,1,1,Sim,R,Não sei ainda,7,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,180,81,11/03/1981,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Outro Estado,Carro/moto próprio,40,0,Gato,Não toco nenhum instrumento,Outras,Sim,1,Corrida,35,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
20/03/2023 10:34:39,UFPR,"AC - Artes, Comunicação e Design",Doutorado,Ciências Humanas,2020,UNIMES,Não participei,2021,2023,UFPR,0,CAPES,0,0,Sim,SPSS,Certamente sim,9,Continuar pesquisando e realizar processos seletivos,Pelos professores que ministram/ministraram disciplinas da Transversal,Sim,Sim,Sim,Totalmente em escola particular,Ensino médio profissionalizante (técnico),Masculino,172,81,02/02/1999,Trabalho informal - professor de piano,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,24,Outro Estado,Carro/moto próprio,30,0,Gato,"Guitarra, Teclado, Piano","Facebook, Instagram, Linkedin, Outras",Sim,4,"Ciclismo, Musculação",32,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
20/03/2023 10:35:26,UFPR,CT - Ciências da Terra,Mestrado Acadêmico,Ciências Exatas,2021,UFPR,"Iniciação científica, Projeto de voluntariado acadêmico",,,,0,CAPES,3,0,Sim,"R, Excel ou similares, Past",Certamente sim,7,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,174,67,17/09/1997,Bolsista em tempo integral,Com amigos,3,Curitiba,Bicicleta,10,0,Gato,"Não toco nenhum instrumento, Violão",Linkedin,Sim,7,"Ciclismo, Musculação, ioga",32,"A da esquerda se chama Kiki, a da direita se chama Bouba.",28
20/03/2023 10:40:30,Universidade Estadual de Maringá (UEM),,Doutorado,Ciências Biológicas,2016,Universidade Estadual de Maringá (UEM),"Iniciação científica, Projeto de extensão",2017,2019,Universidade Estadual de Maringá (UEM),1,CNPQ,1,1,Sim,"Statistica, Excel ou similares",Certamente sim,10,Conseguir um emprego.,pelo Programa de Pós-Graduação,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,158,80,06/05/1992,Bolsista em tempo integral,Sozinho,2,Interior do Paraná,Carro/moto próprio,13,1,"Cachorro, Gato",Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",Sim,4,"Caminhada, Corrida, Pilates",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",31
20/03/2023 10:41:32,UFPR,SD - Saúde,Doutorado,Ciências Biológicas,2016,UNIVILLE,Não participei,2019,2021,UFPR,8,CAPES,1,1,Sim,"R, SPSS, Excel ou similares, Jasp",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Sim,Sim,Totalmente em escola pública,Ensino médio tradicional,Masculino,176,75,17/02/1989,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,9,Outro Estado,Bicicleta,15,2,Cachorro,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Outras",Sim,2,"Caminhada, Corrida",32,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
20/03/2023 10:48:59,UFPR,SD - Saúde,Doutorado,Ciências Biológicas,1983,Universidade Estadual de Ponta  Grossa,Projeto de extensão,2005,2007,UFPR,15,Não,1,1,Sim,Excel ou similares,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Sim,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,160,80,02/10/1960,estatal,Com os pais,1,Interior do Paraná,Carro/moto próprio,2,0,Cachorro,Violão,"Facebook, Twitter, Instagram, Linkedin",Sim,4,"Musculação, yoga",40,"A da esquerda se chama Kiki, a da direita se chama Bouba.",30
20/03/2023 10:52:57,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2022,UNICEPLAC,"Monitoria, Projeto de extensão",,,,0,Não,1,0,Não,Nunca usei,Não sei ainda,5,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,175,98,11/01/1993,Esperando conseguir bolsa,"Pensão, quarto alugado ou algo similar",1,Outro Estado,Transporte público,20,0,Não possuo,Outro,"Instagram, Outras",Não,0,Nenhuma,32,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
20/03/2023 10:54:16,UFPR,EP - Educação Profissional e Tecnológica,Doutorado,Ciências Biológicas,2009,UTFPR,Iniciação científica,2019,2021,UFPR,2,Não,2,1,Sim,"R, Excel ou similares, Matlab, Python",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Sim,Não,Não,Totalmente em escola particular,Ensino médio profissionalizante (técnico),Masculino,171,68,10/06/1985,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Curitiba,Transporte público,90,2,Não possuo,"Violão, Guitarra","Facebook, Twitter, Instagram, Linkedin",Sim,5,"Caminhada, Musculação",33,"A da esquerda se chama Kiki, a da direita se chama Bouba.",35
20/03/2023 10:55:02,UFPR,AG - Agrárias,Doutorado,Ciências Biológicas,2019,UFMS,Iniciação científica,2021,2023,UFPR,2,CAPES,1,2,Sim,"R, Excel ou similares",Certamente sim,7,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,165,68,22/12/1996,Bolsista em tempo integral,"Pensão, quarto alugado ou algo similar",4,Outro Estado,A pé,15,10,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram",Sim,6,"Musculação, Natação",27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",37
20/03/2023 10:58:02,UFPR,CH - Humanas,Mestrado Profissional,Ciências Humanas,2018,Universidade da Região de Joinville - UNIVILLE,Iniciação científica,,,,2,Não,0,0,Sim,Excel ou similares,Não sei ainda,7,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,168,65,29/04/1996,Trabalho por contrato,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Outro Estado,Táxi/Aplicativo,120,3,"Cachorro, Gato, Tartaruga, Outro",Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram, Linkedin, Outras",Sim,2,"Caminhada, Ciclismo",31,"A da esquerda se chama Kiki, a da direita se chama Bouba.",16
20/03/2023 10:58:27,UFPR,SP - Palotina,Doutorado,Ciências Biológicas,2018,UFFS,"Iniciação científica, Monitoria, Projeto de extensão",2019,2021,UFFS,3,Não,1,1,Sim,"R, Excel ou similares, Graph pad prisme",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Sim,Sim,Sim,Totalmente em escola pública,Ensino médio tradicional,Masculino,175,90,12/10/1989,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Interior do Paraná,Bicicleta,30,0,"Cachorro, Gato",Contrabaixo,Instagram,Não,1,Caminhada,32,"A da esquerda se chama Kiki, a da direita se chama Bouba.",31
20/03/2023 11:16:50,UFPR,CT - Ciências da Terra,Doutorado,Ciências Humanas,2020,UFC,Não participei,2020,2022,UFC,1,CAPES,0,2,Sim,"SPSS, Excel ou similares",Certamente sim,10,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,164,63,29/11/1996,Bolsista em tempo integral,Com os pais,2,Outro Estado,Transporte público,30,20,"Cachorro, Gato",Não toco nenhum instrumento,"Instagram, Linkedin",Sim,3,Musculação,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",32
20/03/2023 11:18:24,UFPR,BL - Ciências Biológicas,Doutorado,Ciências Biológicas,2019,UFPR,"Iniciação científica, Monitoria",2020,2022,UFPR,6,Não,0,1,Não,Nunca usei,Certamente sim,9,"Transferir o conhecimento da pós-graduação para prática clínica, promover oportunidades para gestão de clientes e profissionais, etc.",Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,185,81,27/03/1997,Trabalho por contrato,Sozinho,3,Outro Estado,A pé,35,10,Gato,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,5,"Caminhada, Corrida",32,"A da esquerda se chama Bouba, a da direita se chama Kiki.",16
20/03/2023 11:19:50,UNIOESTE,,Mestrado Acadêmico,Ciências Biológicas,2021,UNIOESTE,"Iniciação científica, Monitoria, Projeto de extensão",,,,2,CAPES,2,2,Sim,"R, Excel ou similares",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,"Recebi um e-mail da coordenação do programa de mestrado (PREP- UNIOESTE), referente às disciplinas disponibilizadas pela UFPR",Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,162,51,13/04/1998,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Interior do Paraná,Carro/moto próprio,2,0,Cachorro,Violão,"Google+, Instagram, Linkedin",Sim,4,"Caminhada, Corrida, Ciclismo, Futebol, skate/long",27,"A da esquerda se chama Bouba, a da direita se chama Kiki.",36
20/03/2023 11:29:30,UEM ,,Mestrado Acadêmico,Ciências Biológicas,2021,UEM,Iniciação científica,,,,0,CAPES,1,0,Sim,"R, Excel ou similares, Prisma",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,154,65,15/11/1999,Bolsista em tempo integral,Com os pais,0,Interior do Paraná,Carro/moto próprio,20,0,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Google+, Instagram",Não,0,Nenhuma,26,"A da esquerda se chama Kiki, a da direita se chama Bouba.",32
20/03/2023 11:38:26,UEM,,Doutorado,Ciências Humanas,2015,UTFPR,Não participei,2016,2018,UEM,2,Não,1,0,Não,Nunca usei,Não sei ainda,7,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,165,65,12/12/1985,Trabalho com carteira assinada/Vínculo Formal,Com os pais,1,Interior do Paraná,Carro/moto próprio,15,0,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram",Sim,6,"Caminhada, Ciclismo, Musculação",32,"A da esquerda se chama Bouba, a da direita se chama Kiki.",26
20/03/2023 11:45:16,UEM,,Doutorado,Ciências Exatas,2020,UEM,Iniciação científica,2021,2023,UEM,2,Não,1,1,Sim,"R, Excel ou similares, Matlab",Certamente sim,9,Conseguir um emprego.,Email institucional da Secretaria de Pós-Graduação em Engenharia Química da UEM,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,169,75,08/05/1994,Bolsista em tempo integral,Sozinho,2,Interior do Paraná,Bicicleta,15,0,Cachorro,Não toco nenhum instrumento,Linkedin,Sim,5,"Caminhada, Ciclismo",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",16
20/03/2023 11:46:19,UFPR,TC - Tecnologia,Mestrado Acadêmico,Ciências Humanas,2012,UFPR,Não participei,,,,0,Não,1,0,Sim,Minitab,Certamente sim,8,Aumento salarial e oportunidades mais promissoras.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,180,90,18/07/1988,Trabalho ocasional,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Outro Estado,Transporte público,50,20,Não possuo,"Violão, Guitarra, Teclado, Contrabaixo, Bateria",Nenhuma,Não,0,Nenhuma,31,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
20/03/2023 11:47:56,UFPR,AG - Agrárias,Doutorado,Ciências Biológicas,2009,UFPR,"Iniciação científica, Monitoria, Projeto de extensão",2010,2012,UFPR,1,CNPQ,3,1,Sim,"R, Excel ou similares, Statistix",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo programa de Pós-graduação,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,170,74,12/11/1982,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Curitiba,Carro/moto próprio,30,0,Cachorro,"Teclado, Piano","Twitter, Linkedin",Sim,3,Musculação,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
20/03/2023 11:53:40,UTFPR,,Doutorado,Ciências Biológicas,2017,UTFPR,"Iniciação científica, PET",2018,2020,UTFPR,0,CAPES,1,2,Sim,"R, Minitab, Statistica, Excel ou similares",Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,169,60,24/01/1993,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Interior do Paraná,Carro/moto próprio,15,0,"Cachorro, Pássaro",Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,5,Musculação,27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
20/03/2023 12:03:55,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2011,Ufpi,"Monitoria, Projeto de extensão, Estágios nacionais e internacionais ",,,,0,Não,0,0,Não,"R, Excel ou similares",Certamente sim,10,Conseguir um emprego.,Por colegas,Não,Não,Não,"Parte em escola pública, parte em particular",Ensino médio tradicional,Masculino,172,91,23/12/1986,Trabalho com carteira assinada/Vínculo Formal,Sozinho,0,Outro Estado,Carro/moto próprio,10,0,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram, Outras",Não,0,Nenhuma,33,"A da esquerda se chama Bouba, a da direita se chama Kiki.",34
20/03/2023 12:22:51,UFPR,BL - Ciências Biológicas,Doutorado,Ciências Biológicas,2018,UFPR,Iniciação científica,2018,2020,UFPR,4,CAPES,1,2,Sim,"R, Excel ou similares",Certamente sim,10,Conseguir um emprego.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,172,65,01/11/1989,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Curitiba,Transporte público,30,2,Gato,Não toco nenhum instrumento,"Instagram, Linkedin",Sim,6,Crosstraining,25,"A da esquerda se chama Kiki, a da direita se chama Bouba.",46
20/03/2023 12:33:26,UNILA,,Mestrado Acadêmico,Ciências Exatas,2018,FAG,"Iniciação científica, Monitoria, Empresa Júnior",,,,2,Não,2,0,Não,Excel ou similares,Certamente sim,7,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,169,85,20/07/1987,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,3,Interior do Paraná,Carro/moto próprio,30,0,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin",Sim,6,"Musculação, jiu-jitsu",35,"A da esquerda se chama Kiki, a da direita se chama Bouba.",34
20/03/2023 12:35:27,UEPG,,Doutorado,Ciências Biológicas,2019,UEPG,"Iniciação científica, Projeto de extensão",2020,2022,UEPG,1,CAPES,2,3,Sim,"R, SAS, Excel ou similares, SASM Agri",Certamente sim,10,Conseguir um emprego.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,165,78,28/09/1997,Bolsista em tempo integral,Sozinho,2,Interior do Paraná,Transporte público,45,0,Cachorro,Não toco nenhum instrumento,"Facebook, Twitter, Instagram, Linkedin, Outras",Sim,3,Caminhada,27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",27
20/03/2023 12:43:40,UFPR,CT - Ciências da Terra,Doutorado,Ciências Exatas,2019,UFPR,"Iniciação científica, Monitoria",2020,2022,UFPR,1,CAPES,1,0,Sim,"Excel ou similares, Matlab",Certamente sim,10,Conseguir um emprego.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,171,50,11/06/1996,Bolsista em tempo integral,Sozinho,3,Outro Estado,Transporte público,30,0,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram",Sim,2,"Caminhada, Natação",30,"A da esquerda se chama Kiki, a da direita se chama Bouba.",31
20/03/2023 12:48:47,UFPR,ED - Educação,Doutorado,Ciências Humanas,2018,FAEL,Não participei,2020,2021,UNIARP,3,Não,0,0,Não,Nunca usei,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Masculino,186,89,16/04/1979,Trabalho com carteira assinada/Vínculo Formal,Sozinho,3,Interior do Paraná,Carro/moto próprio,240,0,Não possuo,Não toco nenhum instrumento,Facebook,Sim,5,Caminhada,25,"A da esquerda se chama Bouba, a da direita se chama Kiki.",30
20/03/2023 13:01:35,UFPR,BL - Ciências Biológicas,Doutorado,Ciências Biológicas,2018,UFPR,Iniciação científica,2018,2020,UFPR,6,CAPES,1,0,Sim,PRISMA,Não sei ainda,7,Conseguir um emprego.,Email institucional da SuCom (Superintendência de Comunicação e Marketing),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,165,71,23/12/1989,Bolsista em tempo integral,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,0,Outro Estado,Transporte público,15,2,Gato,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,7,crossfit,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
20/03/2023 13:03:17,UNIOESTE,,Doutorado,Ciências Exatas,2011,FAG,"Iniciação científica, Projeto de extensão",2020,2022,UNIOESTE,5,Não,0,1,Sim,Excel ou similares,Não sei ainda,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,158,53,25/05/1988,Trabalho com carteira assinada/Vínculo Formal,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Interior do Paraná,Carro/moto próprio,25,0,Não possuo,Não toco nenhum instrumento,Instagram,Sim,7,"Corrida, Musculação",29,"A da esquerda se chama Kiki, a da direita se chama Bouba.",33
20/03/2023 13:04:29,UFPR,CT - Ciências da Terra,Mestrado Acadêmico,Ciências Humanas,2022,UFPE,"Iniciação científica, Monitoria, Projeto de extensão, Empresa Júnior",,,,1,CAPES,0,0,Sim,"SPSS, Excel ou similares",Certamente sim,5,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,170,69,23/05/2000,Bolsista em tempo integral,Sozinho,2,Outro Estado,A pé,5,3,Não possuo,Outro,"Twitter, Google+, Instagram",Sim,5,Musculação,28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
20/03/2023 13:07:04,UFPR,TC - Tecnologia,Mestrado Acadêmico,Ciências Biológicas,2021,UFPR,"Iniciação científica, Empresa Júnior",,,,2,CAPES,2,0,Sim,R,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por alguma outra mídia social da UFPR,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,167,60,05/11/1998,Bolsista em tempo integral,Com os pais,1,Curitiba,Transporte público,45,16,Cachorro,Guitarra,"Twitter, Instagram",Sim,6,"Corrida, Musculação, Futebol, Vôlei",27,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
20/03/2023 13:14:50,UEPG,,Mestrado Acadêmico,Ciências Biológicas,2022,UEPG,"Monitoria, Projeto de extensão, Empresa Júnior",,2024,,0,Não,2,0,Sim,Excel ou similares,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Masculino,177,95,01/12/1997,desempregado,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Interior do Paraná,A pé,20,0,Não possuo,Não toco nenhum instrumento,"Facebook, Twitter, Instagram",Sim,5,"Caminhada, Exercícios em casa",23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
20/03/2023 13:29:32,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2022,UFPR ,"Iniciação científica, Monitoria, Projeto de extensão",,,,3,Não,2,0,Não,Nunca usei,Certamente sim,8,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Departamento de pós-graduação ,Não,Não,Não,Totalmente em escola pública,Ensino médio profissionalizante (técnico),Feminino,162,83,25/11/1994,Estagiário de pós-graduação ,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,2,Curitiba,Depende do dia Moto ou ônibus ou a pé ,20,0,Pássaro,Não toco nenhum instrumento,"Facebook, Instagram",Sim,3,"Musculação, Natação",23,"A da esquerda se chama Kiki, a da direita se chama Bouba.",31
20/03/2023 13:40:28,UEPG,,Mestrado Acadêmico,Ciências Biológicas,2010,CESCAGE,Monitoria,,,,0,Não,1,1,Não,Nunca usei,Certamente sim,9,Aumento salarial e oportunidades mais promissoras.,Pelo coordenador do Programa de Pós Graduação da UEPG,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,164,68,23/11/1988,Funcionária pública,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,1,Interior do Paraná,Carro/moto próprio,200,0,Não possuo,Não toco nenhum instrumento,"Facebook, Instagram",Sim,3,Musculação,30,"A da esquerda se chama Bouba, a da direita se chama Kiki.",26
20/03/2023 13:41:06,UNIOESTE,,Mestrado Acadêmico,Ciências Exatas,2022,UNIOESTE,Iniciação científica,,,,1,CAPES,1,0,Sim,"R, Excel ou similares, Matlab, Jamovi",Certamente sim,10,Conseguir um emprego.,Secretaria do PGEEC - UNIOESTE,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Feminino,164,66,04/01/2000,Bolsista em tempo integral,Com os pais,0,Interior do Paraná,Transporte público,60,3,Gato,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Sim,5,Musculação,25,"A da esquerda se chama Bouba, a da direita se chama Kiki.",19
20/03/2023 13:41:25,UFPR,BL - Ciências Biológicas,Mestrado Acadêmico,Ciências Biológicas,2022,UFPR,Iniciação científica,,,,0,CAPES,1,0,Sim,Excel ou similares,Certamente sim,10,Aumento salarial e oportunidades mais promissoras.,Site da UFPR ou instituição de origem,Não,Não,Não,Totalmente em escola particular,Ensino médio tradicional,Feminino,170,64,19/03/1999,Bolsista em tempo integral,Com amigos,3,Outro Estado,Transporte público,50,4,Cachorro,Violão,"Facebook, Google+, Instagram, Linkedin",Sim,4,"Caminhada, Musculação",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",36
20/03/2023 13:43:10,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2022,UFPR,"Iniciação científica, Monitoria",,,,0,Não,2,0,Sim,Excel ou similares,Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Por alguma outra mídia social da UFPR,Não,Não,Não,Totalmente em escola pública,Ensino médio tradicional,Masculino,175,106,19/06/1992,Trabalho ocasional,Com o namorado(a)/noivo(a)/cônjuge/núcleo familiar próprio,0,Curitiba,Carro/moto próprio,7,0,Cachorro,Não toco nenhum instrumento,"Facebook, Instagram, Linkedin",Não,0,Nenhuma,32,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
20/03/2023 13:43:45,UFPR,AG - Agrárias,Mestrado Acadêmico,Ciências Biológicas,2022,UFSJ,Monitoria,,,,0,Univercidade Especialista - Prefeitura ,1,0,Sim,"R, Excel ou similares",Certamente sim,10,Continuar com a pesquisa e avançar para o próximo curso. Seguir os estudos.,Pelo(a)  orientador(a),Não,Não,Sim,Totalmente em escola particular,Ensino médio tradicional,Feminino,172,64,22/03/1998,Estagiário de pós-graduação,"Pensão, quarto alugado ou algo similar",1,Outro Estado,Transporte público,30,0,Não possuo,Flauta,"Facebook, Instagram, Linkedin",Sim,7,"Caminhada, Yoga",28,"A da esquerda se chama Kiki, a da direita se chama Bouba.",40
